student_id,name,department,age,exam_score,attendance_percent,assignment_score
7181,Rachel Johnson,Data Science,23,51,76,59
7182,Nina Taylor,Data Science,22,85,62,80
7183,Bob Davis,Data Science,23,72,78,65
7184,Oscar Brown,Civil,25,60,87,98
7185,Quentin Smith,Information Technology,23,52,73,97
7186,David Brown,Information Technology,20,57,65,93
7187,Tina Anderson,Mechanical,18,88,95,86
7188,Bob Garcia,Computer Science,22,86,83,62
7189,Grace Smith,Data Science,25,54,65,75
7190,Helen Garcia,Data Science,21,77,96,62
7191,Eva Taylor,Mechanical,20,88,79,57
7192,Laura Taylor,Civil,19,83,80,89
7193,Eva Taylor,Civil,25,68,99,96
7194,Oscar Williams,Civil,25,73,64,98
7195,Quentin Williams,Electronics,25,61,83,78
7196,Michael Miller,Mechanical,24,59,82,93
7197,Michael Williams,Data Science,20,69,93,63
7198,Steve Garcia,Civil,22,70,97,58
7199,Tina Martinez,Computer Science,23,59,71,67
7200,Rachel Smith,Computer Science,19,78,68,51
7201,Laura Smith,Information Technology,19,90,80,91
7202,Bob Martinez,Mechanical,24,75,71,52
7203,Oscar Martinez,Information Technology,25,98,61,83
7204,Charlie Smith,Electronics,23,50,84,91
7205,Kevin Davis,Mechanical,23,83,68,99
7206,Paula Garcia,Civil,22,67,89,84
7207,David Williams,Information Technology,21,79,65,88
7208,Nina Johnson,Computer Science,20,69,79,62
7209,Helen Martinez,Information Technology,23,91,87,66
7210,Kevin Martinez,Computer Science,25,56,100,88
7211,David Johnson,Information Technology,25,65,99,61
7212,Steve Davis,Electronics,25,60,92,78
7213,Oscar Garcia,Data Science,22,68,61,97
7214,Steve Anderson,Mechanical,24,93,85,80
7215,Nina Johnson,Electronics,24,74,92,80
7216,Nina Smith,Computer Science,24,55,89,99
7217,Julia Johnson,Civil,23,99,63,51
7218,Frank Anderson,Mechanical,18,57,66,73
7219,Grace Johnson,Electronics,19,55,99,73
7220,Eva Miller,Civil,18,62,82,66
7221,Julia Williams,Computer Science,25,81,73,80
7222,Grace Taylor,Data Science,23,91,72,51
7223,Tina Williams,Electronics,25,53,73,68
7224,Rachel Brown,Civil,21,81,68,79
7225,Nina Johnson,Mechanical,21,71,80,92
7226,Rachel Taylor,Civil,23,53,89,77
7227,Rachel Davis,Computer Science,22,50,89,96
7228,Grace Taylor,Mechanical,18,94,92,84
7229,Tina Williams,Civil,22,68,90,87
7230,Julia Taylor,Civil,18,69,68,82
7231,Rachel Martinez,Civil,23,95,64,76
7232,Julia Williams,Mechanical,22,59,100,96
7233,Quentin Anderson,Data Science,23,70,69,87
7234,Michael Taylor,Civil,22,89,77,86
7235,David Garcia,Data Science,20,61,94,71
7236,Eva Smith,Mechanical,18,90,90,69
7237,Frank Garcia,Information Technology,22,51,90,61
7238,Oscar Smith,Civil,21,55,76,95
7239,Rachel Davis,Civil,22,96,76,50
7240,Eva Garcia,Data Science,25,98,82,54
7241,Alice Brown,Mechanical,19,88,74,68
7242,Michael Martinez,Information Technology,22,85,73,98
7243,Bob Martinez,Electronics,18,94,85,68
7244,Alice Smith,Information Technology,22,58,97,85
7245,Oscar Davis,Mechanical,19,78,96,61
7246,Paula Garcia,Information Technology,19,74,67,65
7247,Julia Taylor,Civil,24,61,70,71
7248,Eva Garcia,Computer Science,23,59,67,62
7249,Laura Johnson,Electronics,21,85,72,83
7250,Rachel Williams,Electronics,24,65,94,87
7251,Nina Davis,Civil,25,54,85,99
7252,Quentin Davis,Electronics,18,64,98,50
7253,Bob Taylor,Mechanical,19,66,77,96
7254,Bob Martinez,Electronics,21,95,64,97
7255,Michael Martinez,Information Technology,25,74,95,77
7256,Bob Miller,Information Technology,24,92,78,60
7257,Steve Williams,Mechanical,25,74,90,86
7258,Oscar Smith,Information Technology,25,63,79,56
7259,Tina Williams,Information Technology,18,98,79,50
7260,Julia Martinez,Data Science,20,77,64,59
7261,Bob Williams,Computer Science,18,54,64,54
7262,David Anderson,Electronics,25,70,73,52
7263,Oscar Williams,Data Science,18,76,84,55
7264,Charlie Brown,Mechanical,25,72,67,85
7265,Helen Miller,Mechanical,23,60,100,56
7266,Paula Davis,Electronics,25,93,69,92
7267,Quentin Miller,Electronics,20,59,90,87
7268,Frank Davis,Information Technology,22,71,80,88
7269,Julia Taylor,Mechanical,24,70,84,79
7270,Kevin Taylor,Computer Science,22,88,89,86
7271,Bob Garcia,Data Science,23,94,95,72
7272,Quentin Miller,Mechanical,23,61,98,61
7273,Ivan Johnson,Data Science,21,70,63,78
7274,Charlie Miller,Civil,21,81,79,74
7275,Quentin Garcia,Data Science,20,70,90,86
7276,Paula Garcia,Information Technology,24,78,63,66
7277,David Anderson,Electronics,23,51,94,66
7278,Kevin Smith,Information Technology,21,93,96,92
7279,Paula Miller,Information Technology,21,56,80,97
7280,Ivan Miller,Computer Science,20,53,94,64
7281,Paula Smith,Information Technology,19,57,60,91
7282,Frank Martinez,Data Science,19,66,65,63
7283,Laura Miller,Computer Science,18,60,87,64
7284,Laura Martinez,Data Science,21,65,80,88
7285,Kevin Davis,Information Technology,21,85,70,69
7286,Eva Williams,Mechanical,25,82,68,52
7287,Helen Anderson,Civil,23,58,97,82
7288,Grace Smith,Computer Science,24,73,62,62
7289,Grace Davis,Mechanical,23,63,83,68
7290,Steve Martinez,Information Technology,18,64,74,63
7291,Ivan Taylor,Mechanical,23,64,77,98
7292,Paula Smith,Data Science,20,60,94,97
7293,Quentin Smith,Information Technology,24,56,76,91
7294,Quentin Williams,Electronics,23,54,68,60
7295,Michael Davis,Electronics,20,61,71,64
7296,Charlie Smith,Civil,23,81,83,67
7297,Grace Martinez,Computer Science,23,95,90,82
7298,Julia Martinez,Electronics,20,53,97,89
7299,Helen Williams,Computer Science,20,60,99,93
7300,Grace Williams,Electronics,23,79,62,74
7301,Michael Smith,Information Technology,22,64,99,80
7302,Nina Smith,Mechanical,22,76,73,57
7303,Frank Smith,Mechanical,19,86,80,65
7304,Ivan Miller,Civil,21,82,64,84
7305,Quentin Garcia,Mechanical,25,93,97,69
7306,Michael Williams,Electronics,25,100,66,71
7307,Nina Taylor,Information Technology,20,57,91,50
7308,Laura Anderson,Computer Science,18,58,94,86
7309,Laura Johnson,Civil,18,52,60,70
7310,Michael Martinez,Electronics,22,55,64,70
7311,Bob Davis,Civil,18,77,77,61
7312,Grace Davis,Mechanical,24,55,64,88
7313,Paula Martinez,Data Science,21,75,89,61
7314,Steve Taylor,Electronics,19,54,75,74
7315,Julia Smith,Electronics,25,50,60,54
7316,David Williams,Electronics,19,57,64,60
7317,Eva Brown,Civil,22,63,88,76
7318,Grace Brown,Computer Science,24,82,81,61
7319,Steve Davis,Information Technology,24,59,64,74
7320,Steve Williams,Computer Science,21,91,66,92
7321,Alice Garcia,Mechanical,23,69,72,55
7322,Grace Taylor,Civil,21,87,84,56
7323,Eva Martinez,Mechanical,20,53,60,50
7324,Paula Anderson,Computer Science,21,70,96,91
7325,Oscar Smith,Information Technology,20,65,75,69
7326,Ivan Miller,Computer Science,24,95,78,69
7327,Kevin Williams,Computer Science,18,74,86,98
7328,David Williams,Civil,19,83,79,80
7329,Nina Anderson,Data Science,21,73,92,56
7330,Paula Taylor,Computer Science,20,86,92,77
7331,Quentin Taylor,Data Science,22,87,87,51
7332,Bob Davis,Mechanical,18,100,71,65
7333,Michael Williams,Information Technology,19,93,85,72
7334,David Anderson,Civil,20,58,65,98
7335,David Miller,Data Science,20,91,80,51
7336,Alice Taylor,Information Technology,22,53,86,69
7337,Steve Martinez,Civil,22,91,77,72
7338,Kevin Martinez,Computer Science,24,54,99,71
7339,Julia Taylor,Electronics,19,59,67,77
7340,Bob Davis,Electronics,25,96,78,52
7341,Frank Williams,Mechanical,22,98,75,51
7342,Bob Davis,Civil,25,62,88,57
7343,Alice Garcia,Data Science,23,83,67,87
7344,Grace Williams,Civil,24,77,90,68
7345,Paula Brown,Information Technology,24,88,86,55
7346,Ivan Miller,Computer Science,22,51,93,87
7347,Frank Johnson,Civil,24,97,78,98
7348,Nina Taylor,Electronics,25,91,88,70
7349,Eva Johnson,Mechanical,24,79,78,97
7350,Quentin Johnson,Mechanical,21,98,98,73
7351,Nina Williams,Data Science,20,52,60,62
7352,Nina Miller,Computer Science,19,58,87,73
7353,Charlie Brown,Information Technology,23,51,68,77
7354,Charlie Anderson,Computer Science,18,53,86,78
7355,Eva Garcia,Information Technology,21,70,89,81
7356,Ivan Brown,Civil,18,70,67,96
7357,Nina Taylor,Data Science,18,87,96,87
7358,Tina Taylor,Information Technology,22,67,81,61
7359,Julia Davis,Mechanical,20,89,77,54
7360,Laura Garcia,Computer Science,22,88,66,51
7361,Julia Anderson,Computer Science,19,94,84,66
7362,Rachel Smith,Information Technology,20,94,76,96
7363,Eva Miller,Electronics,19,73,82,81
7364,Michael Garcia,Civil,21,72,85,80
7365,Eva Taylor,Electronics,23,78,89,50
7366,Paula Anderson,Electronics,21,63,91,54
7367,Eva Martinez,Civil,20,63,80,62
7368,Nina Johnson,Civil,22,87,80,80
7369,Eva Taylor,Mechanical,24,53,91,50
7370,Tina Williams,Civil,21,64,99,73
7371,Helen Miller,Computer Science,24,87,91,76
7372,Paula Taylor,Computer Science,20,79,93,54
7373,Grace Williams,Data Science,25,78,77,61
7374,Paula Brown,Civil,23,84,65,83
7375,Frank Anderson,Electronics,22,95,83,75
7376,Oscar Taylor,Mechanical,25,98,96,93
7377,Bob Johnson,Electronics,25,59,90,78
7378,Julia Williams,Information Technology,24,71,60,100
7379,Julia Williams,Civil,22,84,67,52
7380,Michael Davis,Mechanical,25,67,64,92
7381,Laura Smith,Computer Science,18,60,82,57
7382,Oscar Davis,Electronics,18,78,79,80
7383,Grace Smith,Computer Science,21,52,90,72
7384,Grace Davis,Civil,19,76,73,72
7385,Laura Brown,Civil,24,64,74,86
7386,Julia Anderson,Computer Science,25,95,66,61
7387,Michael Davis,Electronics,20,68,60,87
7388,Quentin Garcia,Information Technology,19,88,78,63
7389,Julia Miller,Electronics,20,72,91,86
7390,Quentin Anderson,Computer Science,19,88,64,79
7391,Frank Davis,Computer Science,24,65,74,51
7392,Frank Taylor,Electronics,19,94,81,78
7393,Frank Miller,Civil,20,97,96,90
7394,David Johnson,Civil,20,72,93,80
7395,Quentin Smith,Mechanical,23,66,76,73
7396,Kevin Martinez,Civil,23,79,86,97
7397,David Johnson,Electronics,24,100,85,86
7398,Tina Miller,Civil,25,72,71,99
7399,Helen Taylor,Mechanical,18,72,96,77
7400,Tina Martinez,Electronics,21,93,99,100
7401,Tina Martinez,Electronics,22,75,83,69
7402,Eva Garcia,Data Science,21,83,70,50
7403,David Williams,Civil,23,65,90,88
7404,Charlie Johnson,Information Technology,25,78,69,51
7405,Laura Brown,Mechanical,23,70,79,54
7406,Julia Garcia,Civil,23,90,81,77
7407,Nina Garcia,Information Technology,23,79,76,71
7408,Helen Johnson,Information Technology,22,97,62,74
7409,Charlie Taylor,Mechanical,19,51,63,60
7410,Charlie Smith,Mechanical,25,85,85,72
7411,Bob Williams,Civil,24,100,73,79
7412,Tina Garcia,Electronics,25,62,65,95
7413,Michael Smith,Electronics,22,97,92,88
7414,Kevin Miller,Information Technology,23,50,97,58
7415,David Williams,Mechanical,19,91,100,72
7416,Ivan Garcia,Data Science,25,61,86,75
7417,Ivan Johnson,Computer Science,20,96,78,92
7418,Quentin Smith,Computer Science,22,70,80,80
7419,Eva Williams,Computer Science,19,84,100,63
7420,Rachel Miller,Mechanical,22,54,95,73
7421,Kevin Williams,Computer Science,25,89,70,51
7422,Michael Smith,Data Science,19,56,75,52
7423,Helen Smith,Civil,19,70,94,96
7424,Charlie Brown,Electronics,21,64,82,54
7425,Charlie Davis,Mechanical,22,82,78,100
7426,Grace Davis,Information Technology,20,97,87,67
7427,Kevin Johnson,Electronics,25,90,70,76
7428,Julia Brown,Information Technology,22,97,64,57
7429,Frank Martinez,Computer Science,24,84,71,91
7430,Ivan Johnson,Electronics,24,96,89,97
7431,Julia Johnson,Mechanical,21,71,98,53
7432,Nina Miller,Computer Science,25,61,67,91
7433,Rachel Smith,Data Science,22,79,99,53
7434,Paula Johnson,Mechanical,21,75,83,76
7435,Oscar Martinez,Mechanical,19,95,69,95
7436,Laura Smith,Information Technology,22,53,100,97
7437,Bob Taylor,Data Science,23,95,86,60
7438,Eva Smith,Computer Science,18,91,91,67
7439,Steve Anderson,Electronics,23,87,67,96
7440,Julia Davis,Information Technology,21,62,72,91
7441,Quentin Garcia,Civil,18,87,95,50
7442,Helen Martinez,Data Science,25,58,83,56
7443,Charlie Brown,Data Science,19,65,62,98
7444,Charlie Williams,Civil,22,86,66,56
7445,Quentin Taylor,Electronics,18,69,63,62
7446,Kevin Johnson,Electronics,21,65,88,98
7447,Quentin Williams,Information Technology,24,100,67,90
7448,Eva Davis,Computer Science,19,80,60,98
7449,Nina Johnson,Civil,19,50,98,75
7450,Ivan Davis,Information Technology,23,67,88,89
7451,Steve Taylor,Data Science,22,61,70,64
7452,Rachel Smith,Electronics,24,84,78,98
7453,Bob Taylor,Data Science,24,95,68,70
7454,Nina Brown,Civil,22,81,84,95
7455,Kevin Miller,Electronics,24,92,99,96
7456,Grace Anderson,Civil,24,72,100,89
7457,Quentin Garcia,Mechanical,23,78,100,51
7458,Steve Miller,Civil,21,83,73,93
7459,Tina Anderson,Civil,25,98,65,55
7460,Ivan Taylor,Computer Science,19,90,67,53
7461,Kevin Garcia,Civil,21,82,62,79
7462,Steve Davis,Civil,19,59,82,97
7463,Rachel Martinez,Computer Science,25,85,80,54
7464,Kevin Davis,Data Science,25,81,88,61
7465,Kevin Williams,Mechanical,19,55,93,71
7466,Laura Davis,Computer Science,18,88,60,59
7467,Eva Williams,Data Science,24,84,97,75
7468,Alice Miller,Electronics,19,68,100,86
7469,Charlie Miller,Mechanical,20,64,68,95
7470,Paula Taylor,Data Science,25,73,98,73
7471,Frank Davis,Mechanical,23,66,78,85
7472,Laura Miller,Civil,24,73,87,65
7473,Kevin Williams,Data Science,25,63,79,89
7474,Laura Miller,Computer Science,24,96,70,78
7475,Michael Williams,Electronics,25,88,92,80
7476,Bob Williams,Electronics,25,57,62,70
7477,Helen Anderson,Computer Science,22,100,71,62
7478,Julia Martinez,Data Science,23,66,83,67
7479,Tina Garcia,Electronics,20,69,100,56
7480,Michael Martinez,Data Science,21,85,85,68
7481,Oscar Brown,Data Science,24,71,66,78
7482,Rachel Anderson,Data Science,21,85,92,80
7483,Eva Miller,Electronics,25,65,98,70
7484,Bob Johnson,Information Technology,18,83,79,73
7485,Alice Anderson,Civil,18,62,93,84
7486,Ivan Johnson,Mechanical,19,82,68,73
7487,Grace Brown,Mechanical,25,56,94,52
7488,Michael Miller,Electronics,21,100,98,50
7489,Quentin Garcia,Data Science,24,74,82,68
7490,Laura Garcia,Mechanical,18,80,72,67
7491,David Anderson,Civil,22,93,91,79
7492,Julia Johnson,Information Technology,19,80,85,55
7493,Steve Johnson,Electronics,23,65,77,100
7494,Oscar Smith,Information Technology,20,77,75,95
7495,Steve Williams,Data Science,23,91,92,67
7496,Eva Smith,Electronics,23,79,69,84
7497,Ivan Smith,Data Science,20,100,61,85
7498,Michael Garcia,Mechanical,21,75,67,77
7499,David Anderson,Mechanical,18,70,85,61
7500,Helen Brown,Information Technology,23,83,94,75
7501,Paula Johnson,Data Science,24,75,87,61
7502,Paula Martinez,Electronics,18,72,93,64
7503,Eva Smith,Data Science,22,56,93,61
7504,Paula Miller,Electronics,23,100,75,80
7505,Quentin Garcia,Civil,22,64,91,80
7506,Tina Taylor,Civil,18,54,78,81
7507,Grace Davis,Mechanical,23,80,90,75
7508,Grace Garcia,Electronics,22,82,99,75
7509,Grace Taylor,Mechanical,19,68,60,98
7510,Alice Smith,Information Technology,24,81,80,69
7511,Rachel Garcia,Data Science,23,51,99,78
7512,Tina Davis,Data Science,22,85,64,91
7513,Bob Davis,Mechanical,22,82,82,86
7514,Steve Brown,Civil,19,55,90,100
7515,Julia Miller,Electronics,21,79,87,85
7516,Ivan Brown,Information Technology,21,81,87,66
7517,Julia Brown,Civil,23,73,61,63
7518,Michael Martinez,Data Science,25,65,61,80
7519,Michael Williams,Data Science,24,62,95,66
7520,Tina Martinez,Data Science,20,74,94,78
7521,Alice Anderson,Electronics,21,54,60,54
7522,David Garcia,Electronics,20,91,96,83
7523,Paula Miller,Information Technology,18,50,84,90
7524,Grace Smith,Mechanical,21,93,75,56
7525,Kevin Williams,Civil,23,52,80,57
7526,Laura Taylor,Mechanical,18,53,78,87
7527,Helen Davis,Data Science,19,54,64,68
7528,David Garcia,Computer Science,20,81,90,58
7529,David Garcia,Civil,24,99,95,84
7530,Paula Taylor,Information Technology,24,58,69,72
7531,Ivan Williams,Information Technology,19,91,88,96
7532,Bob Smith,Electronics,25,95,73,55
7533,Frank Johnson,Civil,22,88,83,55
7534,Helen Miller,Information Technology,25,82,83,89
7535,Ivan Martinez,Data Science,25,69,69,69
7536,Tina Smith,Data Science,22,73,87,97
7537,Oscar Taylor,Information Technology,18,50,60,100
7538,Alice Davis,Civil,21,51,91,92
7539,Alice Davis,Civil,23,60,71,78
7540,Kevin Johnson,Information Technology,20,67,89,55
7541,Eva Martinez,Information Technology,19,73,68,77
7542,David Martinez,Civil,24,64,89,59
7543,Laura Taylor,Computer Science,20,97,65,62
7544,Julia Miller,Mechanical,22,57,66,77
7545,Laura Martinez,Electronics,18,72,68,91
7546,Steve Williams,Information Technology,19,98,68,88
7547,Alice Johnson,Mechanical,24,68,86,69
7548,Julia Johnson,Mechanical,19,76,70,63
7549,Grace Brown,Electronics,20,98,100,85
7550,Frank Miller,Civil,20,83,91,99
7551,Kevin Garcia,Civil,18,88,66,88
7552,Oscar Smith,Computer Science,25,80,100,96
7553,Steve Smith,Computer Science,22,81,98,55
7554,Oscar Brown,Electronics,22,94,81,70
7555,David Davis,Mechanical,22,76,70,54
7556,Nina Davis,Civil,24,62,100,58
7557,Tina Davis,Civil,24,88,66,77
7558,Michael Taylor,Electronics,20,65,83,71
7559,Helen Williams,Data Science,25,55,69,64
7560,Paula Miller,Civil,21,74,72,84
7561,Frank Williams,Information Technology,25,81,60,52
7562,Bob Johnson,Civil,22,97,93,63
7563,Tina Davis,Information Technology,24,73,85,97
7564,David Taylor,Data Science,19,55,76,70
7565,Steve Johnson,Civil,22,60,81,92
7566,Grace Williams,Computer Science,25,59,91,74
7567,Laura Johnson,Information Technology,25,66,75,64
7568,Paula Martinez,Civil,20,98,81,68
7569,Laura Garcia,Information Technology,22,78,67,54
7570,Grace Johnson,Civil,25,90,95,88
7571,Alice Taylor,Data Science,21,51,72,54
7572,Eva Brown,Information Technology,21,78,66,72
7573,Paula Garcia,Data Science,24,51,90,84
7574,Tina Taylor,Data Science,25,83,79,97
7575,Rachel Smith,Electronics,21,51,98,66
7576,Steve Brown,Mechanical,20,58,87,62
7577,Nina Taylor,Computer Science,25,51,93,64
7578,Michael Williams,Civil,20,69,76,63
7579,Tina Taylor,Civil,21,81,79,95
7580,Alice Williams,Information Technology,20,89,88,89
7581,Laura Miller,Mechanical,24,82,64,63
7582,Bob Garcia,Information Technology,18,68,75,69
7583,Frank Garcia,Data Science,18,72,97,86
7584,Julia Taylor,Electronics,22,65,90,94
7585,Rachel Brown,Information Technology,22,51,77,94
7586,Paula Anderson,Electronics,21,86,91,84
7587,Eva Martinez,Electronics,24,94,61,80
7588,Frank Martinez,Data Science,24,91,100,75
7589,Rachel Williams,Mechanical,18,87,74,64
7590,Charlie Garcia,Computer Science,20,50,68,72
7591,Rachel Smith,Computer Science,23,98,84,78
7592,Michael Smith,Civil,25,67,87,79
7593,Alice Taylor,Information Technology,23,59,61,88
7594,Oscar Williams,Computer Science,21,55,95,97
7595,Eva Taylor,Mechanical,25,68,67,100
7596,Nina Miller,Electronics,22,51,68,97
7597,Charlie Brown,Mechanical,20,89,95,96
7598,Quentin Taylor,Electronics,19,52,95,84
7599,Eva Anderson,Mechanical,20,66,64,92
7600,Ivan Anderson,Mechanical,24,65,62,95
7601,Eva Garcia,Electronics,21,60,88,71
7602,Laura Miller,Electronics,22,65,99,57
7603,Kevin Taylor,Mechanical,23,95,89,51
7604,Ivan Williams,Computer Science,23,71,76,91
7605,Quentin Williams,Data Science,21,89,80,86
7606,Helen Brown,Computer Science,22,68,99,71
7607,Eva Davis,Civil,21,79,63,87
7608,Bob Davis,Computer Science,23,77,68,68
7609,Kevin Smith,Information Technology,24,73,80,65
7610,Julia Brown,Civil,23,51,72,95
7611,Steve Garcia,Electronics,24,75,90,92
7612,Rachel Anderson,Information Technology,22,83,100,71
7613,Steve Martinez,Civil,24,67,93,96
7614,Paula Brown,Computer Science,21,86,93,57
7615,David Miller,Data Science,19,73,84,57
7616,Eva Davis,Information Technology,22,88,83,84
7617,Laura Anderson,Electronics,24,95,97,76
7618,Paula Davis,Information Technology,21,70,99,74
7619,Eva Garcia,Data Science,22,73,96,85
7620,Ivan Anderson,Electronics,21,99,94,83
7621,Michael Anderson,Mechanical,21,94,84,77
7622,Charlie Martinez,Data Science,25,68,66,54
7623,Charlie Williams,Information Technology,25,74,70,89
7624,Quentin Davis,Computer Science,23,53,89,50
7625,Steve Brown,Data Science,18,74,67,89
7626,Paula Taylor,Computer Science,19,56,69,58
7627,Bob Williams,Data Science,25,83,81,61
7628,Ivan Davis,Computer Science,18,76,83,64
7629,Eva Taylor,Mechanical,18,69,69,63
7630,Helen Anderson,Civil,20,71,61,78
7631,Alice Garcia,Civil,21,64,62,95
7632,Steve Williams,Mechanical,23,57,81,53
7633,Paula Taylor,Computer Science,22,87,77,68
7634,Steve Taylor,Data Science,23,68,83,94
7635,Oscar Martinez,Information Technology,23,64,83,55
7636,Ivan Brown,Data Science,19,95,82,88
7637,Quentin Miller,Information Technology,24,60,99,57
7638,Helen Miller,Electronics,21,95,89,83
7639,Nina Martinez,Information Technology,18,74,71,75
7640,Michael Davis,Information Technology,18,69,90,68
7641,Oscar Johnson,Data Science,25,85,99,50
7642,Rachel Miller,Mechanical,18,68,80,59
7643,Kevin Brown,Information Technology,18,73,90,52
7644,Grace Smith,Mechanical,25,76,73,90
7645,Nina Taylor,Data Science,25,62,69,99
7646,Charlie Garcia,Electronics,24,92,73,71
7647,Quentin Williams,Civil,19,60,74,64
7648,Tina Brown,Electronics,20,100,97,62
7649,David Smith,Information Technology,25,73,91,52
7650,Frank Smith,Electronics,23,59,83,55
7651,Michael Martinez,Mechanical,25,99,82,94
7652,Ivan Garcia,Computer Science,23,57,70,78
7653,David Anderson,Mechanical,21,55,98,68
7654,Bob Williams,Computer Science,21,93,70,95
7655,Quentin Taylor,Civil,22,58,68,63
7656,Laura Taylor,Mechanical,20,88,71,56
7657,Steve Johnson,Civil,21,64,96,100
7658,Charlie Williams,Civil,19,59,85,50
7659,David Garcia,Electronics,18,62,63,82
7660,Kevin Taylor,Data Science,19,76,64,56
7661,Laura Davis,Electronics,22,84,98,61
7662,Rachel Williams,Information Technology,25,70,82,53
7663,Paula Smith,Information Technology,23,74,69,82
7664,Steve Brown,Computer Science,23,84,61,55
7665,Tina Smith,Electronics,18,78,65,75
7666,Bob Martinez,Information Technology,19,55,72,67
7667,Eva Johnson,Mechanical,21,51,79,75
7668,Julia Anderson,Data Science,25,77,73,76
7669,David Williams,Data Science,20,67,89,90
7670,Alice Davis,Computer Science,22,55,92,77
7671,Helen Brown,Civil,24,93,88,87
7672,Oscar Garcia,Mechanical,21,53,73,74
7673,Paula Taylor,Computer Science,25,90,70,83
7674,Michael Garcia,Computer Science,25,93,70,59
7675,Ivan Williams,Civil,23,88,66,56
7676,Ivan Johnson,Data Science,22,94,84,55
7677,Ivan Anderson,Civil,24,68,71,58
7678,Alice Smith,Civil,18,91,100,79
7679,Bob Davis,Electronics,23,90,65,82
7680,Quentin Garcia,Computer Science,21,78,64,81
7681,Alice Davis,Computer Science,23,52,60,58
7682,Steve Garcia,Civil,25,60,86,86
7683,Frank Johnson,Computer Science,18,68,62,79
7684,Bob Martinez,Mechanical,20,69,63,95
7685,Bob Martinez,Computer Science,21,92,74,53
7686,Kevin Davis,Civil,20,57,84,65
7687,Tina Martinez,Data Science,20,72,81,52
7688,Helen Williams,Civil,24,87,73,63
7689,Eva Williams,Civil,25,58,99,77
7690,Laura Martinez,Data Science,20,78,82,63
7691,Julia Smith,Data Science,18,68,76,100
7692,Julia Johnson,Mechanical,25,57,64,70
7693,Helen Williams,Data Science,18,93,62,60
7694,Kevin Martinez,Electronics,21,80,92,74
7695,Bob Brown,Information Technology,21,78,96,87
7696,Alice Taylor,Civil,25,86,95,80
7697,Grace Brown,Computer Science,24,64,86,73
7698,Rachel Smith,Electronics,20,63,78,53
7699,Frank Williams,Information Technology,21,96,89,74
7700,Oscar Taylor,Data Science,22,90,75,79
7701,Eva Taylor,Computer Science,18,88,65,56
7702,Laura Garcia,Computer Science,24,64,88,91
7703,Laura Johnson,Mechanical,22,61,68,60
7704,Laura Williams,Information Technology,23,99,94,86
7705,Oscar Brown,Computer Science,23,90,64,85
7706,Nina Anderson,Electronics,24,68,60,82
7707,Eva Miller,Civil,25,51,94,50
7708,Julia Anderson,Computer Science,23,51,71,59
7709,Quentin Johnson,Civil,18,97,87,70
7710,Nina Smith,Mechanical,18,58,63,54
7711,Steve Taylor,Computer Science,19,55,75,61
7712,Rachel Brown,Computer Science,18,76,91,73
7713,Charlie Davis,Information Technology,19,94,81,83
7714,Michael Garcia,Computer Science,25,81,79,72
7715,Rachel Miller,Computer Science,21,67,78,75
7716,Eva Martinez,Electronics,22,98,65,68
7717,Michael Williams,Mechanical,23,76,69,82
7718,Alice Anderson,Information Technology,24,58,73,60
7719,Steve Miller,Civil,20,85,66,72
7720,Michael Taylor,Computer Science,23,64,63,85
7721,Julia Johnson,Information Technology,20,97,90,81
7722,Alice Taylor,Civil,19,57,68,58
7723,Quentin Miller,Mechanical,22,50,94,85
7724,Alice Johnson,Data Science,19,87,92,64
7725,Tina Taylor,Data Science,19,50,73,79
7726,Ivan Williams,Mechanical,22,82,90,63
7727,Tina Anderson,Data Science,22,51,70,87
7728,Frank Garcia,Information Technology,23,53,61,71
7729,Paula Johnson,Mechanical,18,58,76,81
7730,Oscar Anderson,Computer Science,21,86,100,51
7731,Charlie Smith,Civil,20,99,88,67
7732,David Johnson,Computer Science,20,82,96,50
7733,Bob Davis,Civil,19,78,94,90
7734,Michael Williams,Computer Science,25,85,92,53
7735,David Johnson,Mechanical,21,55,63,67
7736,Helen Smith,Data Science,20,96,86,82
7737,Kevin Miller,Electronics,21,89,93,59
7738,Charlie Williams,Computer Science,20,59,81,55
7739,Julia Johnson,Information Technology,22,93,75,66
7740,Rachel Johnson,Computer Science,18,56,67,98
7741,Nina Garcia,Electronics,19,82,98,90
7742,Nina Taylor,Electronics,23,56,100,77
7743,Laura Taylor,Mechanical,24,53,96,55
7744,Nina Williams,Mechanical,25,63,68,92
7745,Alice Davis,Information Technology,25,54,86,63
7746,Steve Taylor,Information Technology,20,68,81,86
7747,Rachel Taylor,Computer Science,19,66,68,58
7748,Oscar Smith,Civil,24,96,63,96
7749,David Anderson,Mechanical,22,50,65,68
7750,Michael Davis,Civil,20,82,61,66
7751,Eva Smith,Data Science,22,83,96,96
7752,Steve Garcia,Information Technology,19,92,95,97
7753,David Taylor,Civil,23,58,64,81
7754,Tina Williams,Data Science,24,62,95,75
7755,Eva Martinez,Civil,21,89,100,72
7756,Laura Taylor,Data Science,22,81,98,85
7757,Julia Anderson,Mechanical,21,62,76,87
7758,Bob Miller,Data Science,24,52,88,82
7759,Oscar Davis,Civil,21,87,83,62
7760,Rachel Johnson,Electronics,24,78,93,90
7761,Laura Taylor,Computer Science,23,90,76,84
7762,Oscar Miller,Electronics,19,94,93,80
7763,Bob Taylor,Electronics,25,91,84,60
